9.088786869079570341e-01 2.162442774155247438e+00 1.122805030916765645e+00 2.483011343652506753e+00
9.346072773463148797e-01 2.186183496877156518e+00 1.373600440790188282e+00 3.042307754029807132e+00
9.369006890539335330e-01 2.188545535313320300e+00 1.408932737035818006e+00 3.130633928145959199e+00
9.489192684709922831e-01 2.199534875100652265e+00 1.434238277340557977e+00 3.195466238243423795e+00
9.445320884877883572e-01 2.195171095973110997e+00 1.548200651113547099e+00 3.504481322619825256e+00
9.543668068522176418e-01 2.204105441635939577e+00 1.612263527462877377e+00 3.691133000926591912e+00
9.582376244379292585e-01 2.207884879199354611e+00 1.486669068330608745e+00 3.334097224255554437e+00
9.574502815830360225e-01 2.206836016028577596e+00 1.578172210349795712e+00 3.590600613736797619e+00
9.513012625764770691e-01 2.201250857078072443e+00 1.656248444176343870e+00 3.825010604843798845e+00
9.483157087022261456e-01 2.198662623593197196e+00 1.638556047946511107e+00 3.770585893632351748e+00
9.589953520895637684e-01 2.208286716257013449e+00 1.567807473483703529e+00 3.560582138413022069e+00
9.610554998535174587e-01 2.209895876967162831e+00 1.644963919374209160e+00 3.790207529401001363e+00
9.666154403146198781e-01 2.215093717597324652e+00 1.875288977308748439e+00 4.567582500528979850e+00
9.647013862607219936e-01 2.213337180599249887e+00 1.788352857750061364e+00 4.257004801607250144e+00
9.692673817143682147e-01 2.217615009002183779e+00 1.792328219107661491e+00 4.270734632298264444e+00
9.683689160212750613e-01 2.216777035106507920e+00 1.685936585669250309e+00 3.918107021121282507e+00
9.573581756233625617e-01 2.206632004468935815e+00 1.686534811184756233e+00 3.920006049573210305e+00
9.654769295763546699e-01 2.214240641271471244e+00 1.734227148300360399e+00 4.074402010859639489e+00
9.611665638119226696e-01 2.210106089031587562e+00 1.742105209954323941e+00 4.100484838710874769e+00
9.733093421593179695e-01 2.221084421891833305e+00 1.739486210946522560e+00 4.091795334643164139e+00
9.612480130969021097e-01 2.210068919703937151e+00 1.659271094619408027e+00 3.834387031231567100e+00
9.588234132110545760e-01 2.207901422387825718e+00 1.685258581073539874e+00 3.915955851269970367e+00
9.730707888418902440e-01 2.220887814993296239e+00 1.802976715854600842e+00 4.307730243847227136e+00
9.731676237113323635e-01 2.221049463575018645e+00 1.864274144323779137e+00 4.527011717921250344e+00
9.630596109708950969e-01 2.211848905578847724e+00 1.637368553876948685e+00 3.766960823141629167e+00
9.640883795841166393e-01 2.212818754970871105e+00 1.684240719133627939e+00 3.912728600875694962e+00
9.633467747709895113e-01 2.212089204709505541e+00 1.714725681066145757e+00 4.010547644376253551e+00
9.579198495183894879e-01 2.207091359536778707e+00 1.597098707667633288e+00 3.646070284452852750e+00
9.784378271266518379e-01 2.225752842908280904e+00 1.811015229362384682e+00 4.335870232599737584e+00
9.704455815493143733e-01 2.218514237448680593e+00 1.857340535736514031e+00 4.501658272732258048e+00
9.732789968036131834e-01 2.220993050015145354e+00 1.763852029057425330e+00 4.173354477716580746e+00
9.683421106291633107e-01 2.216513315400774342e+00 1.678353807085383176e+00 3.894115563131721469e+00
9.663828182996113680e-01 2.214579100682173340e+00 1.752123232047475554e+00 4.133893991952368729e+00
9.682588908889813162e-01 2.216621506992034529e+00 1.809519345724990957e+00 4.330619788692422034e+00
9.607462731250294707e-01 2.209611951416284636e+00 2.019300756904230720e+00 5.132709118638971724e+00
9.615512373551030612e-01 2.210528217882181679e+00 1.800288407935239032e+00 4.298360239962695672e+00
9.561031622654631024e-01 2.205575074377699174e+00 1.708787023828013396e+00 3.991301983391645436e+00
9.580569419971544098e-01 2.207056871698312772e+00 1.688539348167521714e+00 3.926376035217064686e+00
9.555305321531869511e-01 2.204901593358923773e+00 1.736116783405586173e+00 4.080643083736856802e+00
9.551622744342456173e-01 2.204500359272042243e+00 1.747076622084357878e+00 4.117030141081348127e+00
9.532422528141373252e-01 2.202654298696414603e+00 1.698979464904331049e+00 3.959720201457447519e+00
9.632836674288213219e-01 2.211926777607431838e+00 1.951426063710332004e+00 4.858137391164107477e+00
9.566800598529867639e-01 2.205974609179202073e+00 2.038534645894446662e+00 5.213300055301538727e+00
9.575208301737222483e-01 2.206649394086150462e+00 1.743392458266640688e+00 4.104762525606181711e+00
9.591985576531210089e-01 2.208267517516409484e+00 2.025887825871413028e+00 5.160168009560980984e+00
9.513925133202788542e-01 2.201227021873314538e+00 2.182008531375164040e+00 5.855766547921993137e+00
9.548341921126521914e-01 2.204480373235544910e+00 2.173558137829766146e+00 5.815821750537310209e+00
9.524904990335352206e-01 2.202193733068606551e+00 2.243149527772502427e+00 6.153069835330366111e+00
9.584700626332610662e-01 2.207563168388669617e+00 1.960980744143603571e+00 4.895881799973479609e+00
9.521345496796813634e-01 2.201791305436803015e+00 2.055065283751832172e+00 5.283574619080596335e+00
9.509829178217882317e-01 2.200721315741934969e+00 2.115613697395155146e+00 5.549162940710729686e+00
9.479999963835360477e-01 2.197880922349820132e+00 2.227213651161692898e+00 6.074156048029465182e+00
9.499012293538773299e-01 2.199797319603297829e+00 2.271950618879292172e+00 6.298301546725915578e+00
9.399203838185952176e-01 2.190446322384163480e+00 2.002426598486196863e+00 5.063032159194891690e+00
9.401595459456459913e-01 2.190816670939696564e+00 2.009945971834318001e+00 5.093963632171564448e+00
9.473113096792951104e-01 2.197324512222954329e+00 2.062919532253742361e+00 5.317295562184477298e+00
9.459091263515638781e-01 2.196210967787375345e+00 2.183713621160063845e+00 5.863859667687470356e+00
9.428680444383580328e-01 2.193364118827252351e+00 1.975726872658263300e+00 4.954710631847770053e+00
9.376498234182870650e-01 2.188499128951067796e+00 1.928594025389739786e+00 4.769116943273143505e+00
9.468171565394355449e-01 2.196904474642581651e+00 1.992746230676399666e+00 5.023487666959198350e+00
9.412383976055532786e-01 2.191855919635115502e+00 1.819982728194418531e+00 4.367479240498146176e+00
9.454437273929269248e-01 2.195634092963429929e+00 1.924653981582403972e+00 4.753920875765831333e+00
9.420395672802419629e-01 2.192648454899514654e+00 1.889323919512215122e+00 4.619804438205082242e+00
9.480486811280887105e-01 2.198198264678747016e+00 1.938150318753165902e+00 4.806176003151708009e+00
