0.000000e+00	7.973458e+02	7.973458e+02	0.000000e+00	1.120000e+02	1.530696e-01	
1.000000e+00	3.639017e+03	3.639017e+03	0.000000e+00	5.290000e+02	9.640115e+00	
2.000000e+00	4.166645e+03	4.166645e+03	0.000000e+00	6.210000e+02	1.824816e+01	
3.000000e+00	4.233991e+03	4.233991e+03	0.000000e+00	6.270000e+02	2.681942e+01	
4.000000e+00	4.363440e+03	4.363440e+03	0.000000e+00	6.400000e+02	3.540706e+01	
5.000000e+00	4.289468e+03	4.289468e+03	0.000000e+00	6.320000e+02	4.397170e+01	
6.000000e+00	4.160995e+03	4.160995e+03	0.000000e+00	6.150000e+02	5.254539e+01	
7.000000e+00	4.339400e+03	4.339400e+03	0.000000e+00	6.460000e+02	6.133473e+01	
8.000000e+00	4.639718e+03	4.639718e+03	0.000000e+00	6.840000e+02	6.994257e+01	
9.000000e+00	4.670712e+03	4.670712e+03	0.000000e+00	6.820000e+02	7.858675e+01	
1.000000e+01	4.076437e+03	4.076437e+03	0.000000e+00	6.020000e+02	8.723299e+01	
1.100000e+01	4.513507e+03	4.513507e+03	0.000000e+00	6.650000e+02	9.591771e+01	
1.200000e+01	4.289888e+03	4.289888e+03	0.000000e+00	6.420000e+02	1.045896e+02	
1.300000e+01	4.441841e+03	4.441841e+03	0.000000e+00	6.690000e+02	1.132136e+02	
1.400000e+01	4.286707e+03	4.286707e+03	0.000000e+00	6.490000e+02	1.220676e+02	
1.500000e+01	4.787903e+03	4.787903e+03	0.000000e+00	7.130000e+02	1.306767e+02	
1.600000e+01	4.279706e+03	4.279706e+03	0.000000e+00	6.430000e+02	1.393344e+02	
1.700000e+01	4.245435e+03	4.245435e+03	0.000000e+00	6.320000e+02	1.480297e+02	
1.800000e+01	4.289898e+03	4.289898e+03	0.000000e+00	6.410000e+02	1.567003e+02	
1.900000e+01	4.374145e+03	4.374145e+03	0.000000e+00	6.520000e+02	1.653728e+02	
2.000000e+01	4.273865e+03	4.273865e+03	0.000000e+00	6.210000e+02	1.740287e+02	
2.100000e+01	4.304829e+03	4.304829e+03	0.000000e+00	6.370000e+02	1.827724e+02	
2.200000e+01	4.641691e+03	4.641691e+03	0.000000e+00	6.830000e+02	1.914729e+02	
2.300000e+01	4.566630e+03	4.566630e+03	0.000000e+00	6.790000e+02	2.003421e+02	
2.400000e+01	4.766356e+03	4.766356e+03	0.000000e+00	7.170000e+02	2.090579e+02	
2.500000e+01	4.329400e+03	4.329400e+03	0.000000e+00	6.390000e+02	2.178276e+02	
2.600000e+01	4.050236e+03	4.050236e+03	0.000000e+00	6.100000e+02	2.265326e+02	
2.700000e+01	4.539740e+03	4.539740e+03	0.000000e+00	6.730000e+02	2.352533e+02	
2.800000e+01	4.309143e+03	4.309143e+03	0.000000e+00	6.350000e+02	2.441867e+02	
2.900000e+01	4.602223e+03	4.602223e+03	0.000000e+00	6.880000e+02	2.529188e+02	
3.000000e+01	4.345359e+03	4.345359e+03	0.000000e+00	6.490000e+02	2.618568e+02	
