0.000000e+00	5.883055e+02	5.883055e+02	0.000000e+00	8.200000e+01	7.859135e-02	
1.000000e+00	2.496279e+03	2.496279e+03	0.000000e+00	3.570000e+02	4.324653e+00	
2.000000e+00	2.757645e+03	2.757645e+03	0.000000e+00	4.180000e+02	8.615009e+00	
3.000000e+00	2.945792e+03	2.945792e+03	0.000000e+00	4.400000e+02	1.306091e+01	
4.000000e+00	3.328294e+03	3.328294e+03	0.000000e+00	4.990000e+02	1.738948e+01	
5.000000e+00	3.402698e+03	3.402698e+03	0.000000e+00	5.010000e+02	2.173801e+01	
6.000000e+00	3.133573e+03	3.133573e+03	0.000000e+00	4.610000e+02	2.606722e+01	
7.000000e+00	3.292905e+03	3.292905e+03	0.000000e+00	4.850000e+02	3.040655e+01	
8.000000e+00	3.602252e+03	3.602252e+03	0.000000e+00	5.300000e+02	3.491388e+01	
9.000000e+00	3.359759e+03	3.359759e+03	0.000000e+00	5.090000e+02	3.961636e+01	
1.000000e+01	3.253935e+03	3.253935e+03	0.000000e+00	4.950000e+02	4.426967e+01	
1.100000e+01	3.480062e+03	3.480062e+03	0.000000e+00	5.190000e+02	4.865076e+01	
1.200000e+01	3.081057e+03	3.081057e+03	0.000000e+00	4.560000e+02	5.301812e+01	
1.300000e+01	2.979471e+03	2.979471e+03	0.000000e+00	4.400000e+02	5.742187e+01	
1.400000e+01	2.976108e+03	2.976108e+03	0.000000e+00	4.450000e+02	6.196496e+01	
1.500000e+01	3.112179e+03	3.112179e+03	0.000000e+00	4.710000e+02	6.639287e+01	
1.600000e+01	3.152403e+03	3.152403e+03	0.000000e+00	4.760000e+02	7.089758e+01	
1.700000e+01	3.183442e+03	3.183442e+03	0.000000e+00	4.780000e+02	7.537342e+01	
1.800000e+01	3.362856e+03	3.362856e+03	0.000000e+00	5.030000e+02	7.983303e+01	
1.900000e+01	3.124981e+03	3.124981e+03	0.000000e+00	4.680000e+02	8.426101e+01	
2.000000e+01	3.239767e+03	3.239767e+03	0.000000e+00	4.850000e+02	8.872330e+01	
2.100000e+01	3.484326e+03	3.484326e+03	0.000000e+00	5.280000e+02	9.318588e+01	
2.200000e+01	3.113569e+03	3.113569e+03	0.000000e+00	4.630000e+02	9.762704e+01	
2.300000e+01	3.212714e+03	3.212714e+03	0.000000e+00	4.780000e+02	1.021347e+02	
2.400000e+01	3.266485e+03	3.266485e+03	0.000000e+00	4.800000e+02	1.066213e+02	
2.500000e+01	3.372885e+03	3.372885e+03	0.000000e+00	4.970000e+02	1.113171e+02	
2.600000e+01	3.239512e+03	3.239512e+03	0.000000e+00	4.810000e+02	1.161808e+02	
2.700000e+01	3.476224e+03	3.476224e+03	0.000000e+00	5.040000e+02	1.206884e+02	
2.800000e+01	3.290673e+03	3.290673e+03	0.000000e+00	4.840000e+02	1.252020e+02	
2.900000e+01	3.234007e+03	3.234007e+03	0.000000e+00	4.870000e+02	1.299857e+02	
3.000000e+01	3.136708e+03	3.136708e+03	0.000000e+00	4.710000e+02	1.343967e+02	
3.100000e+01	3.127010e+03	3.127010e+03	0.000000e+00	4.690000e+02	1.388054e+02	
3.200000e+01	3.370880e+03	3.370880e+03	0.000000e+00	5.160000e+02	1.432356e+02	
