9.986191890648069602e+01 -1.499085378263999857e+01 -1.025242052705262807e+00 -1.499085378264000035e+01 9.204831930507923232e+01 1.081358376813064348e+00 -1.025242052705269469e+00 1.081358376813064348e+00 8.281418870395822296e+01
9.741653103187488796e+02 -4.592298475358421683e+01 -7.400896507331633956e+00 -4.592298475358420262e+01 1.085333699801145485e+03 -1.301345430229651612e+01 -7.400896507331626850e+00 -1.301345430229651257e+01 9.902485158317330161e+02
1.913128904710594952e+03 -9.349664677867872697e+00 -1.266750920537874059e+01 -9.349664677867854934e+00 1.988107351336897864e+03 -6.651310646119263481e+01 -1.266750920537875658e+01 -6.651310646119264902e+01 1.899940688177999618e+03
2.820498974739311507e+03 2.060574579858865718e+01 -1.294910056054698444e+01 2.060574579858864652e+01 2.883398731244516966e+03 -1.166669946772894377e+02 -1.294910056054696312e+01 -1.166669946772894093e+02 2.775028754454847331e+03
3.670766641575116410e+03 2.897544621708971491e+01 -3.857717129416194268e+01 2.897544621708970425e+01 3.743834097950959858e+03 -1.238928701411663695e+02 -3.857717129416186452e+01 -1.238928701411663127e+02 3.813300006603369638e+03
4.482355846609309992e+03 -7.385056580125646519e+01 -3.497723556473334838e+01 -7.385056580125645098e+01 4.686099313076972976e+03 -4.669779006383863873e+01 -3.497723556473334838e+01 -4.669779006383861031e+01 4.698403297141252551e+03
5.384686493881446950e+03 -6.466488356097781320e+01 -2.039662235754459019e+01 -6.466488356097785584e+01 5.531968276975056142e+03 -1.278835611910910899e+02 -2.039662235754458308e+01 -1.278835611910910046e+02 5.477108229772821687e+03
6.144278848005358668e+03 -2.800620439638485237e+01 4.297135852264906131e-01 -2.800620439638491277e+01 6.289098854785359435e+03 -1.676934925325441554e+02 4.297135852264586386e-01 -1.676934925325442123e+02 6.376193889289611434e+03
6.952396446036507768e+03 1.406279148548329161e+01 8.170537952677952376e+01 1.406279148548330582e+01 7.086878928658837140e+03 -2.036297551680121387e+02 8.170537952677952376e+01 -2.036297551680121387e+02 7.101882986403346877e+03
7.635434750860677923e+03 3.507289913942611292e+01 1.487520434494845176e+02 3.507289913942611292e+01 7.760428222465052386e+03 -1.937929016106287463e+02 1.487520434494846313e+02 -1.937929016106286326e+02 7.851456092426465148e+03
8.445334196530950067e+03 -2.388004930114087188e+01 7.168480659137551925e+01 -2.388004930114085766e+01 8.456402710102769561e+03 -2.297859600613901137e+02 7.168480659137554767e+01 -2.297859600613899147e+02 8.582014940845718229e+03
9.101670513227236370e+03 1.378295234308485284e+01 1.578042838275242161e+02 1.378295234308487061e+01 9.207375965015307884e+03 -1.217535966941233312e+02 1.578042838275242445e+02 -1.217535966941233170e+02 9.221141647641359668e+03
9.640128585073920476e+03 3.416726030537791559e+01 5.061206924627759918e+01 3.416726030537792980e+01 9.703687574637560829e+03 -1.780567531699584833e+02 5.061206924627765602e+01 -1.780567531699585402e+02 9.741239780343683378e+03
1.028308803668001019e+04 2.687811594705353002e+01 5.243951518392456990e+01 2.687811594705350871e+01 1.049206785247041262e+04 -2.251403084877999845e+02 5.243951518392450595e+01 -2.251403084877999277e+02 1.036304455928971402e+04
1.097769663626427973e+04 -5.714770551993108683e+00 6.976874301885850116e+00 -5.714770551993037628e+00 1.130171781635900334e+04 -2.056703074852365205e+02 6.976874301885855445e+00 -2.056703074852364068e+02 1.099107092065192046e+04
1.163966808986118667e+04 -9.186123821094498965e+01 2.883674973424405863e+01 -9.186123821094491859e+01 1.197143884975624496e+04 -2.418780183900866518e+02 2.883674973424398402e+01 -2.418780183900867655e+02 1.148534265251013312e+04
1.233508860255701438e+04 -7.720898500401136744e+01 -6.501820555442216687e+01 -7.720898500401148112e+01 1.252162189745960859e+04 -2.583226963102647460e+02 -6.501820555442209582e+01 -2.583226963102648597e+02 1.207366588620552284e+04
1.296608827849097906e+04 4.278276367004531267e+01 -3.259991263632728931e+01 4.278276367004530556e+01 1.300928445990295586e+04 -2.399094740239771113e+02 -3.259991263632725378e+01 -2.399094740239769976e+02 1.272178937568954461e+04
1.365037831502229164e+04 5.888672172422243989e+01 4.506781974163928339e+01 5.888672172422242568e+01 1.351628495681342247e+04 -2.523169477507579757e+02 4.506781974163918392e+01 -2.523169477507582030e+02 1.341926173265194302e+04
