7.770845704732815662e+00 -5.549010362063313551e+00 1.423231918307553245e+00 -5.549010362063313551e+00 1.246837261188514745e+01 5.189738570893487335e-01 1.423231918307553245e+00 5.189738570893487335e-01 1.650682595697748223e+00
1.348763102786030821e+01 -3.015839198607913385e+00 -6.085025876431578773e+00 -3.015839198607913385e+00 1.770012140599170181e+01 -3.159734980063809040e+00 -6.085025876431578773e+00 -3.159734980063809928e+00 1.251904083495076669e+01
1.971292454831231211e+01 -9.190296112535148998e-01 -1.891797828983559304e+00 -9.190296112535146777e-01 2.469508003471321800e+01 -2.333924887223922884e+00 -1.891797828983559082e+00 -2.333924887223923772e+00 1.562894665098073688e+01
3.022416822485373444e+01 -4.107825426950421743e+00 -7.886455782110266988e+00 -4.107825426950420855e+00 3.855914982588241458e+01 -2.688909219169874909e+00 -7.886455782110266988e+00 -2.688909219169875797e+00 3.428786043039377063e+01
3.960007489709855832e+01 -7.088043644824564282e-01 -8.233693360907849979e+00 -7.088043644824546519e-01 4.951996472173053121e+01 -9.764460329253835669e-01 -8.233693360907851755e+00 -9.764460329253835669e-01 3.706811086190855065e+01
4.797061547921452984e+01 6.439482500911593910e+00 -8.790036362239041168e+00 6.439482500911593910e+00 6.070653514623185742e+01 -2.426309226611778502e+00 -8.790036362239041168e+00 -2.426309226611777614e+00 4.134540514488620033e+01
6.416437800210499631e+01 1.146020055041202923e+01 -1.185065456939326367e+01 1.146020055041202745e+01 6.484367505908420526e+01 -6.231017140617830741e+00 -1.185065456939326367e+01 -6.231017140617832517e+00 4.925877676925944826e+01
7.598156333703656173e+01 1.055268178388034528e+01 -9.725424310785808046e+00 1.055268178388034706e+01 7.344083393697816575e+01 -8.472084107648621298e+00 -9.725424310785808046e+00 -8.472084107648621298e+00 5.230632511291446463e+01
9.605611605605567149e+01 1.998772176286169255e+01 -7.964715863419655761e+00 1.998772176286169255e+01 9.647409917797587298e+01 -2.526550874652797152e+00 -7.964715863419655761e+00 -2.526550874652797152e+00 5.592683670493353532e+01
1.046093986388715393e+02 1.466052894026250186e+01 -9.128998940879389679e+00 1.466052894026250364e+01 1.171384122110127635e+02 7.600018044117440308e-02 -9.128998940879389679e+00 7.600018044117295979e-02 6.122938502804814931e+01
1.111318472267153226e+02 1.208320179182158149e+01 -3.725664997540096834e+00 1.208320179182157972e+01 1.223105005822784506e+02 1.086917652602537032e+00 -3.725664997540093282e+00 1.086917652602537476e+00 7.438156451932013624e+01
1.143864576139055629e+02 1.373114698125076849e+01 -3.019497394418952929e+00 1.373114698125077027e+01 1.112516586056230068e+02 1.738961173427144624e+00 -3.019497394418952041e+00 1.738961173427143070e+00 7.421507525972799613e+01
1.293370769853001150e+02 7.988041173378860549e+00 -1.228860702107905212e+01 7.988041173378856996e+00 1.160375833888495976e+02 -6.652154566268952962e-01 -1.228860702107905922e+01 -6.652154566268942970e-01 8.519129048106334778e+01
1.374765559278472438e+02 8.349483252560347069e+00 -1.032286053299351281e+01 8.349483252560343516e+00 1.288977317421435487e+02 6.268768846405649242e+00 -1.032286053299351281e+01 6.268768846405651018e+00 8.741957673344347768e+01
1.401566727120195139e+02 -5.086726026953773960e-01 -5.180061921976128581e+00 -5.086726026953773960e-01 1.316891848935994176e+02 4.478346413455935426e+00 -5.180061921976132133e+00 4.478346413455936315e+00 9.403346217878721802e+01
1.456555332532407760e+02 -5.344508358713838447e+00 -2.427463067884819026e+00 -5.344508358713838447e+00 1.377403703100902703e+02 3.410360381208156433e+00 -2.427463067884823023e+00 3.410360381208154656e+00 1.132290349013291433e+02
1.559516962909851259e+02 -7.032460255646588720e+00 8.164049594249243036e-01 -7.032460255646586056e+00 1.460467861043973983e+02 1.875861990762115683e+00 8.164049594249243036e-01 1.875861990762117015e+00 1.197512126814081199e+02
1.611710054069330056e+02 -3.520889998167033852e+00 -1.383397571689422012e+00 -3.520889998167034740e+00 1.497842468934333908e+02 -1.110332581685004705e+00 -1.383397571689419792e+00 -1.110332581685004705e+00 1.432251375465293393e+02
1.751001761472037970e+02 1.580712478911705521e+00 -1.552353711078177323e+00 1.580712478911700636e+00 1.545899917007383806e+02 -1.437466315151986329e+01 -1.552353711078178655e+00 -1.437466315151986329e+01 1.470861884428262272e+02
1.816728208952860371e+02 3.374753330029682363e+00 -7.064772492605342791e+00 3.374753330029682807e+00 1.567872074515549627e+02 -1.407093215469875602e+01 -7.064772492605348120e+00 -1.407093215469875958e+01 1.612326926600068475e+02
