0.000000000000000000e+00 1.000000000000000000e+00
1.091930532446000468e+00 1.000066566852112260e+00
9.879068722512801548e-01 1.000185541712270698e+00
9.104164116986601663e-01 1.000233115622235047e+00
9.094628101795280140e-01 1.000291196417341100e+00
9.732362246564321140e-01 1.000305737602871448e+00
1.045333051933848623e+00 1.000386476661095481e+00
1.056404235615053588e+00 1.000519308857134915e+00
1.032414307847244306e+00 1.000510902476720476e+00
1.001758952977409578e+00 1.000499638190898377e+00
1.018845808997483005e+00 1.000568497199653129e+00
1.016073477383772516e+00 1.000631201166322537e+00
1.024485519811470846e+00 1.000698687268416487e+00
1.011794778019130092e+00 1.000692046368334864e+00
1.014459857798286846e+00 1.000756409077237175e+00
1.038480390167951795e+00 1.000769424440632660e+00
1.058618740217422971e+00 1.000780403660531448e+00
1.016005840894514067e+00 1.000820266892926913e+00
1.021736437128893726e+00 1.000886879863704504e+00
1.018137072168434187e+00 1.000883717950801222e+00
1.028898932023350588e+00 1.000954451935519129e+00
1.024452471267890408e+00 1.000951701330086152e+00
1.055244237911237670e+00 1.000973328898093095e+00
1.037488783003146731e+00 1.000961440096684418e+00
1.040235272880661199e+00 1.001027496145999951e+00
1.028378223157042415e+00 1.001145771211221058e+00
1.021310159285638175e+00 1.001140019808622439e+00
1.055786508633454801e+00 1.001233126775401105e+00
1.104422976039967308e+00 1.001275061574888214e+00
1.083757077739480712e+00 1.001323161440423215e+00
1.037747078661209077e+00 1.001345064691547826e+00
1.016260939730167401e+00 1.001451988171621288e+00
1.043023060438910576e+00 1.001608614106321626e+00
1.041999136875772836e+00 1.001672237955386846e+00
1.031853418650122922e+00 1.001724058909956749e+00
1.027870454102220554e+00 1.001782498828304391e+00
1.013830343761129349e+00 1.001764889383430335e+00
9.992591170530091826e-01 1.001746201878397136e+00
1.000419481745219441e+00 1.001810730544664851e+00
1.064706897001006736e+00 1.001895197359657708e+00
1.056928684012619524e+00 1.001949876310167520e+00
1.023601873031242393e+00 1.001968051176067354e+00
1.023246570757143648e+00 1.001967395072569822e+00
1.071896373766675126e+00 1.002101536413001925e+00
1.060102308636141188e+00 1.002149185668217202e+00
1.079907145396260981e+00 1.002180102473345658e+00
1.095999334414702098e+00 1.002203671995323342e+00
1.082646612782819817e+00 1.002249864494572540e+00
1.063127489008572235e+00 1.002220446549887622e+00
1.050835559071036318e+00 1.002266470368081253e+00
1.048153115179198291e+00 1.002261904331231301e+00
1.043191843222171178e+00 1.002253893584992950e+00
1.069582485282497997e+00 1.002295019251595143e+00
1.071640419803852273e+00 1.002363071286712204e+00
1.072975762774254882e+00 1.002366088621358342e+00
1.078940414464895303e+00 1.002375788762740472e+00
1.080408822243352773e+00 1.002445104937462528e+00
1.110941442022653991e+00 1.002495095001952441e+00
1.099076265819469045e+00 1.002475718160549478e+00
1.106656121486119915e+00 1.002488270162868567e+00
1.089229660148153700e+00 1.002459636233928197e+00
1.055130436990792786e+00 1.002533158181816431e+00
1.072324476336534049e+00 1.002629387265630889e+00
1.104863697479132156e+00 1.002621713567436679e+00
1.102009795981318874e+00 1.002548880234474860e+00
1.089402406648066535e+00 1.002593213180456022e+00
1.067924909913489095e+00 1.002620620459677703e+00
1.034024581283932154e+00 1.002622777615666871e+00
1.035790561949407884e+00 1.002625002334238236e+00
1.042269136790306305e+00 1.002637816117293967e+00
1.033019171755124255e+00 1.002618928890660399e+00
1.041961714052511701e+00 1.002765044231652913e+00
1.049073707964882196e+00 1.002779730686282900e+00
1.059522181008252018e+00 1.002799751372511317e+00
1.072669792950269985e+00 1.002958346757068853e+00
1.099843086292904504e+00 1.003014856784224529e+00
1.096092464885439766e+00 1.003007613391813324e+00
1.107804089788743562e+00 1.003097717896448193e+00
1.130241645316317101e+00 1.003144286308111477e+00
1.141085089974067657e+00 1.003304882781772989e+00
1.159302437380510975e+00 1.003345157801782905e+00
1.160525159345985546e+00 1.003487692612164528e+00
1.115397659481107251e+00 1.003453434100983976e+00
1.095913864317909825e+00 1.003475567742190488e+00
1.062367346225713494e+00 1.003461736740971721e+00
1.116411942213459296e+00 1.003659821351259529e+00
1.130479798357592047e+00 1.003694915594509629e+00
1.108653820053323580e+00 1.003641181491782719e+00
1.084041181167040069e+00 1.003645575728738581e+00
1.073714758719846118e+00 1.003619676316419351e+00
1.081232071056779764e+00 1.003837912172986568e+00
1.108626741762029022e+00 1.003910982623261949e+00
1.097322592852526313e+00 1.003881264407963769e+00
1.114510228155717542e+00 1.003993753129621913e+00
1.116047539278532286e+00 1.003998030552018639e+00
1.138728470659173375e+00 1.004058517054103428e+00
1.140668734240085636e+00 1.004062817960317933e+00
1.135363453445247917e+00 1.004186331395147791e+00
1.123084052497972163e+00 1.004151973877594584e+00
1.103476449768166168e+00 1.004096628590787965e+00
1.095261251455377005e+00 1.004072900224697751e+00
1.087566979325081507e+00 1.004118170133054821e+00
1.107662650338628429e+00 1.004175379252110201e+00
1.083852519485009269e+00 1.004241035054153519e+00
1.098681506140805508e+00 1.004152377636407412e+00
1.106613396035473595e+00 1.004174510830355471e+00
1.129804731451278688e+00 1.004307272530925665e+00
1.152243401086060048e+00 1.004371119434915194e+00
1.140475625456103925e+00 1.004338678415328312e+00
1.146831421876389312e+00 1.004356350602611414e+00
1.139411724833236494e+00 1.004403611155243459e+00
1.127935817362758275e+00 1.004370049186981362e+00
1.113927670658966029e+00 1.004328637377227551e+00
1.120443391179608117e+00 1.004348291192313392e+00
1.117066003617288583e+00 1.004405200565005707e+00
1.117547786444065050e+00 1.004475476834349568e+00
1.119126489409341785e+00 1.004480770033693293e+00
1.129309190695200416e+00 1.004648748632583910e+00
1.113360712013515386e+00 1.004667580459259746e+00
1.078956159937790149e+00 1.004624191134537714e+00
1.067052091954218129e+00 1.004587186806231491e+00
1.100059294602219628e+00 1.004895809930576256e+00
1.100523906551829523e+00 1.004898786765989982e+00
1.112018017982338680e+00 1.005071192920218515e+00
1.085268988463297335e+00 1.004979480621195798e+00
1.090178687656211620e+00 1.004997964809188904e+00
1.075740023525518341e+00 1.005014069385503639e+00
1.053520084215498143e+00 1.004937032468834035e+00
1.069127252699174857e+00 1.005057144121596302e+00
1.065614686109870313e+00 1.004978132794221546e+00
1.077747962435048112e+00 1.005153563181995668e+00
1.055646157019654030e+00 1.005008986286301642e+00
1.080140170644832809e+00 1.005094474301907015e+00
1.059885005009389980e+00 1.005022689932807634e+00
1.062212220051864664e+00 1.005097365071121462e+00
1.057751897633088856e+00 1.005083780070675337e+00
1.055355824710706658e+00 1.005139470955636494e+00
1.064547209271771155e+00 1.005238888298181310e+00
1.055579046169374147e+00 1.005205638827633807e+00
1.062442165530574467e+00 1.005230021800232798e+00
1.066863750842846015e+00 1.005379749718289917e+00
1.050894659265455555e+00 1.005448115363165140e+00
1.076735720955157349e+00 1.005480265566641052e+00
1.061100927062133437e+00 1.005422442028511831e+00
1.034587076853364485e+00 1.005386098245486970e+00
1.037932661397906964e+00 1.005528853117358512e+00
1.025930732568022918e+00 1.005483234251140834e+00
1.045164085124173026e+00 1.005623485143384954e+00
1.075057843378987910e+00 1.005743119454923562e+00
1.068553932385998939e+00 1.005782781780231394e+00
1.064971141442589309e+00 1.005835112874568393e+00
1.057411609779300043e+00 1.005868567568182437e+00
1.058131524857007566e+00 1.005936353244303749e+00
1.063177975313953860e+00 1.005958449798962207e+00
1.045387328039568242e+00 1.006013961465055173e+00
1.020893897923351723e+00 1.006038064395859744e+00
1.033609985413702193e+00 1.006222893547917163e+00
1.014401539706389910e+00 1.006135371533491529e+00
1.013304604996696945e+00 1.006130917838021332e+00
9.965191689038169764e-01 1.006057886240001364e+00
1.008785658657531226e+00 1.006176492230830055e+00
1.007763789360206275e+00 1.006233127531092064e+00
1.005946262335016383e+00 1.006350107000981264e+00
1.001442319542602322e+00 1.006392443341537435e+00
9.938679079755696755e-01 1.006357517083277031e+00
9.938200444104269282e-01 1.006293145324160365e+00
9.941727479417775681e-01 1.006295887059499128e+00
1.008300871679491006e+00 1.006551368546814818e+00
1.010717827425800852e+00 1.006563430711987062e+00
1.007400373362977941e+00 1.006546296330105283e+00
1.012306376385323725e+00 1.006633807447452345e+00
1.048513910531394755e+00 1.006808932036051818e+00
1.044342935984550413e+00 1.006787731646838324e+00
1.041726243975190425e+00 1.006839994578775377e+00
1.052089159696243170e+00 1.006953581802296771e+00
1.066859476135460172e+00 1.007093343464120938e+00
1.062630867845242522e+00 1.007136243187451319e+00
1.079283947695420798e+00 1.007286314606334665e+00
1.065397766823332981e+00 1.007214823171506124e+00
1.056734504102853078e+00 1.007174804277817692e+00
1.048979559420522012e+00 1.007266181851206532e+00
1.045503287793222658e+00 1.007311717417247010e+00
1.043987273003007088e+00 1.007369611076131433e+00
1.032380113558866164e+00 1.007373835358238656e+00
1.050226775188716211e+00 1.007402897461400881e+00
1.053564216060859371e+00 1.007550972129240385e+00
1.053436971962943502e+00 1.007548977560214443e+00
1.055227915642110048e+00 1.007559007341572777e+00
1.058497024193253422e+00 1.007640072029437839e+00
1.048201608971363052e+00 1.007650651788978724e+00
1.055492043455583895e+00 1.007756160812420587e+00
1.045022237599900317e+00 1.007699030479938029e+00
1.044232770074031702e+00 1.007696700757009456e+00
1.047943789166030815e+00 1.007653060713003423e+00
1.060515036246814313e+00 1.007785637354751795e+00
1.064584721865474704e+00 1.007806531172437570e+00
1.067467148802979660e+00 1.007955449638732182e+00
1.058702125354835433e+00 1.007972469963265727e+00
1.068614764829707964e+00 1.008091849484667568e+00
1.068209680831177621e+00 1.008021557187099848e+00
1.083496087905860605e+00 1.008175897803326615e+00
1.077720527414685936e+00 1.008143354505147471e+00
1.082412979547580756e+00 1.008167288224259606e+00
1.085111697746189874e+00 1.008184943590150429e+00
1.080810500330662727e+00 1.008226428914287487e+00
1.079679245337642479e+00 1.008286701205459934e+00
1.074725034250728406e+00 1.008258277818810944e+00
1.077702365534223716e+00 1.008409686585212128e+00
1.086461815168678902e+00 1.008394156978651646e+00
1.071661933107529885e+00 1.008308107088844885e+00
1.070415416137923126e+00 1.008300582552171143e+00
1.065741371346550892e+00 1.008274235783112038e+00
1.070688389817673780e+00 1.008302910841703426e+00
1.071813286156590328e+00 1.008308897858371411e+00
1.059830305085966318e+00 1.008173951524797385e+00
1.038023138906017273e+00 1.008116506777951615e+00
1.029723339813969574e+00 1.008196569597275438e+00
1.044326453924845355e+00 1.008348366039386157e+00
1.047640404282630611e+00 1.008369041112717301e+00
1.031614207838841279e+00 1.008338190445508209e+00
1.040112013563458948e+00 1.008452190750010802e+00
1.053497103002574153e+00 1.008534142351489304e+00
1.043563745486077998e+00 1.008472897367474141e+00
1.037979536587202212e+00 1.008439007998481740e+00
1.038574960717130624e+00 1.008442414859732184e+00
1.033728452181049029e+00 1.008412438670585498e+00
1.047853660297545009e+00 1.008560407884262933e+00
1.061344649681379426e+00 1.008641914724619060e+00
1.063214867573150757e+00 1.008722308192369965e+00
1.060527310666522727e+00 1.008704006844377110e+00
1.086080092339019032e+00 1.008861714478603400e+00
1.082532612543176231e+00 1.008908840778327098e+00
1.086631163034713188e+00 1.008999763482036238e+00
1.101147415839394572e+00 1.009090020341535832e+00
1.106013451133304404e+00 1.009118178434784241e+00
1.108302852245785619e+00 1.009131961352021767e+00
1.132692036635163157e+00 1.009283524050214487e+00
1.131092431097493689e+00 1.009275663372602772e+00
1.110210798186238579e+00 1.009144317075575170e+00
1.114614560858612435e+00 1.009170748294283104e+00
1.111705155718398563e+00 1.009220753729831443e+00
1.097511588541176142e+00 1.009197590687353596e+00
1.087673685985468097e+00 1.009138406920835784e+00
1.073994459379493227e+00 1.009052213142218601e+00
1.069121731464334646e+00 1.008954742895452839e+00
1.071542133207942893e+00 1.008904010263501405e+00
1.071461683656086850e+00 1.008905967572088391e+00
1.054722433561555262e+00 1.008802448595568446e+00
1.038943514539715451e+00 1.008768562066957974e+00
1.067227784041522964e+00 1.008947030386248001e+00
1.051200347742654362e+00 1.008846029779947528e+00
1.049140491287733123e+00 1.008767716287127802e+00
1.047522632566870282e+00 1.008823597269518757e+00
1.050508732131936185e+00 1.008844258998925048e+00
1.025652588128917797e+00 1.008686912184005191e+00
1.030706195143571424e+00 1.008652729976871498e+00
1.035920531159602476e+00 1.008750397068784999e+00
1.040396740500306949e+00 1.008715125719156003e+00
1.042476645095136156e+00 1.008727282766033628e+00
1.052355621206396918e+00 1.008919129403523796e+00
1.044391850564541535e+00 1.008867355883447114e+00
1.043139444543291772e+00 1.008924113294583647e+00
1.026307106160271099e+00 1.008880930965229794e+00
1.022083922711262138e+00 1.008789629734931470e+00
1.028732050516988572e+00 1.008833794353786617e+00
1.047121846330395512e+00 1.008950703875306942e+00
1.032212551745861351e+00 1.008854945493417032e+00
1.027539899883489927e+00 1.008825285500329905e+00
1.067169753509613184e+00 1.009078807027804947e+00
1.075904260311571603e+00 1.009132191907375686e+00
1.084470330832799423e+00 1.009254034878660056e+00
1.058402037805699303e+00 1.009025005694448751e+00
1.063924441297843249e+00 1.009189144506516200e+00
1.043254905815650391e+00 1.009054901280426852e+00
1.051585814520210160e+00 1.009108518108386088e+00
1.041754877235916643e+00 1.008918700624578557e+00
1.041038029186178937e+00 1.008977606542657224e+00
1.048759048043669928e+00 1.009024904680929202e+00
1.035408453964236974e+00 1.008941442811753131e+00
1.038931281882737867e+00 1.008965259828174421e+00
1.039086440834385394e+00 1.009030226184939316e+00
1.058207422065821968e+00 1.009285753435119837e+00
1.060190902483381770e+00 1.009296191964965672e+00
1.056510699098822892e+00 1.009339084345262094e+00
1.045247288897838356e+00 1.009264318454454523e+00
1.051440442737114012e+00 1.009304814788914761e+00
1.056902424516708683e+00 1.009341345044415972e+00
1.069692290393044587e+00 1.009360834813437524e+00
1.060451526425425950e+00 1.009235119158650829e+00
1.059767260357195040e+00 1.009231403084693612e+00
1.038580542373954918e+00 1.009158059411764397e+00
1.043349562706989531e+00 1.009188487937620504e+00
1.047464753868699638e+00 1.009214805168240581e+00
1.066253298819538564e+00 1.009336547048779620e+00
1.070886103434514514e+00 1.009432162220159857e+00
1.088593726283366037e+00 1.009549556794534064e+00
1.075082157165017538e+00 1.009460059986996727e+00
1.072464992840215237e+00 1.009578120160051551e+00
